,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Tackles Done,Tackles Won,Def 3rd Tackle,Mid 3rd Tackle,Att 3rd Tackle,Dribblers Tackled,Drib Tackle Attempt,Drib Tack Won%,Drib Tack Lost,Blocks Total,Shots Block,Pass Block,Intercept,Tack + Intercept,Clearance,Errors to shot
30,31,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,22-236,2002,8,5,465,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,7,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,9,4,6,2,1,6,9,66.7,3,11,5,6,6,15,8,0
31,32,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,25-005,1999,5,5,422,4.7,1,0,1,1,0,0,0,0,0.1,0.1,0.4,0.5,9,10,40,0.21,0.00,0.21,0.21,0.21,0.01,0.09,0.11,0.01,0.11,7,3,4,2,1,4,6,66.7,2,3,1,2,5,12,13,0
32,33,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28-154,1996,7,2,228,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,19,2,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,4,2,2,2,0,2,4,50.0,2,5,0,5,1,5,5,1
33,34,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28-186,1996,4,4,334,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,5,15,0,0.00,0.00,0.00,0.00,0.00,0.22,0.01,0.22,0.22,0.22,6,4,3,3,0,3,5,60.0,2,5,2,3,4,10,10,0
34,35,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,31-159,1993,4,3,257,2.9,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,2,10,27,0.00,0.35,0.35,0.00,0.35,0.05,0.24,0.29,0.05,0.29,9,6,5,4,0,7,9,77.8,2,5,1,4,5,14,2,0
35,36,Honest Ahanor,it ITA,DF,Genoa,it Serie A,16-222,2008,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,2,0
36,37,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30-196,1994,5,5,373,4.1,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,6,18,5,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,11,8,5,4,2,4,9,44.4,5,4,2,2,8,19,5,0
37,38,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29-003,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
38,39,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19-099,2005,3,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,6,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0
39,40,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27-360,1996,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,14,25,8,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,11,6,7,4,0,8,13,61.5,5,6,3,3,10,21,17,1
40,41,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,23-118,2001,6,6,473,5.3,1,1,2,1,0,0,3,0,0.9,0.9,0.7,1.6,12,21,16,0.19,0.19,0.38,0.19,0.38,0.18,0.13,0.31,0.18,0.31,10,6,8,2,0,4,7,57.1,3,6,0,6,4,14,14,0
41,42,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26-168,1998,6,6,457,5.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,10,17,10,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,4,3,4,0,0,1,5,20.0,4,6,1,5,4,8,13,0
42,43,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30-220,1994,6,5,401,4.5,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.0,1,4,20,0.22,0.00,0.22,0.22,0.22,0.18,0.06,0.24,0.18,0.24,3,2,0,2,1,1,4,25.0,3,2,0,2,0,3,4,0
43,44,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29-075,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,12,54,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,4,2,1,1,2,2,5,40.0,3,4,2,2,3,7,17,0
44,45,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20-362,2003,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,1,2,0,3,5,60.0,2,1,1,0,5,8,0,0
45,46,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29-227,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0
46,47,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,20-169,2004,7,4,367,4.1,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,18,6,41,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.22,0.07,0.22,11,7,4,4,3,5,10,50.0,5,6,0,6,3,14,9,0
47,48,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26-291,1997,4,4,360,4.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,10,8,7,0.25,0.00,0.25,0.25,0.25,0.04,0.01,0.05,0.04,0.05,5,4,4,1,0,3,6,50.0,3,4,2,2,1,6,12,0
48,49,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22-220,2002,6,4,380,4.2,0,1,1,0,0,0,0,0,1.0,1.0,0.8,1.8,17,29,32,0.00,0.24,0.24,0.00,0.24,0.23,0.18,0.42,0.23,0.42,8,6,5,2,1,2,7,28.6,5,2,0,2,0,8,2,0
49,50,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22-313,2001,5,4,341,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,14,22,23,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,4,1,1,0,3,2,6,33.3,4,7,2,5,5,9,16,1
50,51,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,22-231,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
51,52,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29-166,1995,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,26,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,9,2,7,1,1,3,5,60.0,2,16,11,5,1,10,21,0
52,53,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34-193,1990,3,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.36,0.37,0.73,0.36,0.73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
53,54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,39-028,1985,6,5,401,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2,2,2,0,0,1,2,50.0,1,6,6,0,2,4,37,0
54,55,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21-307,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
55,56,Omar Alderete,py PAR,DF,Getafe,es La Liga,27-281,1996,7,7,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,7,31,0,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,10,7,8,1,1,5,6,83.3,1,8,6,2,4,14,39,1
56,57,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26-271,1998,6,3,305,3.4,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,2,8,7,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,6,3,2,3,1,4,8,50.0,4,7,1,6,0,6,2,0
57,58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25-361,1998,6,6,492,5.5,0,1,1,0,0,0,2,0,0.3,0.3,1.7,2.0,18,35,21,0.00,0.18,0.18,0.00,0.18,0.05,0.31,0.36,0.05,0.36,15,9,8,5,2,9,16,56.3,7,5,1,4,4,19,4,0
58,59,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25-151,1999,4,2,187,2.1,0,0,0,0,0,0,0,1,0.7,0.7,0.3,1.1,9,6,20,0.00,0.00,0.00,0.00,0.00,0.35,0.17,0.52,0.35,0.52,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0
59,60,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,20-257,2004,5,5,352,3.9,2,0,2,2,0,0,0,0,1.0,1.0,0.7,1.6,11,7,34,0.51,0.00,0.51,0.51,0.51,0.25,0.17,0.42,0.25,0.42,3,2,0,1,2,0,3,0.0,3,2,0,2,1,4,1,0
60,61,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23-076,2001,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1
61,62,Alisson,br BRA,GK,Liverpool,eng Premier League,32-000,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
62,63,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29-218,1995,3,3,207,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,13,18,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,2,1,1,0,1,0,2,0.0,2,1,0,1,1,3,2,0
63,64,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,24-125,2000,7,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,28,16,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,10,6,5,3,2,4,6,66.7,2,5,1,4,1,11,2,0
64,65,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20-151,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.00,1.87,1.87,0.00,1.87,0.06,1.27,1.33,0.06,1.33,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
65,66,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30-235,1994,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
66,67,Pontus Almqvist,se SWE,FW,Parma,it Serie A,25-084,1999,6,0,169,1.9,1,1,2,1,0,0,0,0,0.5,0.5,0.8,1.3,11,2,14,0.53,0.53,1.07,0.53,1.07,0.25,0.44,0.70,0.25,0.70,5,3,3,1,1,3,5,60.0,2,1,0,1,5,10,1,0
67,68,Marcos Alonso,es ESP,"DF,MF",Celta Vigo,es La Liga,33-279,1990,4,2,282,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,12,31,18,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,3,1,2,1,0,2,5,40.0,3,3,1,2,3,6,7,0
68,69,Giorgio Altare,it ITA,DF,Venezia,it Serie A,26-054,1998,3,2,194,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,4,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,5,4,4,1,0,1,4,25.0,3,3,2,1,4,9,9,0
69,70,Adrià Altimira,es ESP,"FW,DF",Leganés,es La Liga,23-188,2001,4,2,178,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,6,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,5,2,2,2,1,2,6,33.3,4,1,1,0,4,9,4,0
70,71,Sergi Altimira,es ESP,MF,Betis,es La Liga,23-038,2001,6,3,354,3.9,0,1,1,0,0,0,2,0,0.3,0.2,0.2,0.4,5,21,6,0.00,0.25,0.25,0.00,0.25,0.07,0.05,0.12,0.04,0.09,6,4,3,2,1,4,9,44.4,5,3,0,3,2,8,4,0
71,72,Edson Álvarez,mx MEX,"MF,DF",West Ham,eng Premier League,26-344,1997,4,3,223,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,1,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,8,5,6,1,1,4,5,80.0,1,4,1,3,3,11,4,0
72,73,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21-092,2003,8,6,594,6.6,1,1,2,1,0,0,3,0,0.4,0.4,0.3,0.8,29,20,70,0.15,0.15,0.30,0.15,0.30,0.06,0.05,0.11,0.06,0.11,12,4,6,5,1,5,7,71.4,2,6,1,5,4,16,11,1
73,74,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,24-245,2000,8,5,438,4.9,2,0,2,2,0,0,1,0,1.6,1.6,0.2,1.8,11,5,27,0.41,0.00,0.41,0.41,0.41,0.33,0.04,0.37,0.33,0.37,2,1,1,0,1,1,2,50.0,1,6,0,6,0,2,2,0
74,75,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29-252,1995,4,4,360,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,28,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,6,4,3,2,1,3,5,60.0,2,3,1,2,9,15,15,1
75,76,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22-151,2002,4,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3,3,0,0,1,1,100.0,0,2,0,2,1,4,5,0
76,77,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27-322,1996,6,5,374,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.6,8,20,7,0.00,0.24,0.24,0.00,0.24,0.11,0.03,0.14,0.11,0.14,7,4,2,4,1,0,3,0.0,3,12,0,12,5,12,0,0
77,78,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28-078,1996,5,4,226,2.5,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,6,8,15,0.00,0.40,0.40,0.00,0.40,0.11,0.08,0.19,0.11,0.19,0,0,0,0,0,0,4,0.0,4,3,0,3,1,1,1,0
78,79,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30-207,1994,5,4,344,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,9,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,14,10,5,6,3,9,13,69.2,4,5,2,3,6,20,8,0
79,80,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-063,2003,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,2,2,0,1,1,4,0
80,81,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26-237,1998,5,4,377,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,12,20,19,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,19,11,17,2,0,9,11,81.8,2,4,1,3,1,20,11,0
81,82,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28-234,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,13,7,8,3,2,6,12,50.0,6,3,3,0,4,17,17,0
82,83,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27-341,1996,4,4,300,3.3,2,0,2,1,1,1,2,1,1.1,0.3,0.5,0.8,5,23,8,0.60,0.00,0.60,0.30,0.30,0.33,0.14,0.47,0.09,0.24,5,1,3,2,0,0,4,0.0,4,1,1,0,2,7,7,0
83,84,Samuel Amo-Ameyaw,eng ENG,DF,Southampton,eng Premier League,18-076,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.18,0.62,0.80,0.18,0.80,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
84,85,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18-258,2006,6,6,460,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,24,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,5,3,3,2,0,2,5,40.0,3,4,0,4,5,10,2,0
85,86,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,24-146,2000,3,2,219,2.4,1,2,3,1,0,0,1,0,0.6,0.6,0.5,1.1,6,1,21,0.41,0.82,1.23,0.41,1.23,0.26,0.20,0.47,0.26,0.47,2,1,1,0,1,0,0,,0,3,0,3,0,2,0,0
86,87,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-042,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,3,2,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0
87,88,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-124,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,7,0
88,89,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-124,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,3,12,0,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,4,2,4,0,0,3,6,50.0,3,4,3,1,4,8,27,0
89,90,Elliot Anderson,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,21-331,2002,6,5,356,4.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,9,14,18,0.00,0.25,0.25,0.00,0.25,0.03,0.04,0.07,0.03,0.07,14,11,9,3,2,10,13,76.9,3,11,2,9,4,18,12,0
90,91,André,br BRA,MF,Wolves,eng Premier League,23-078,2001,4,3,261,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,7,4,4,2,1,4,5,80.0,1,5,2,3,2,9,1,0
91,92,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-060,1990,5,5,442,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,5,44,9,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,13,6,5,7,1,8,13,61.5,5,5,0,5,6,19,4,0
92,93,Marcos André,br BRA,FW,Valladolid,es La Liga,27-348,1996,4,3,207,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0,0,0,0,0,0,2,0.0,2,1,1,0,1,1,1,0
93,94,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,30-010,1994,3,3,250,2.8,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,0,7,4,0.36,0.00,0.36,0.36,0.36,0.03,0.02,0.05,0.03,0.05,5,2,1,4,0,3,3,100.0,0,2,0,2,3,8,6,0
94,95,Angeliño,es ESP,DF,Roma,it Serie A,27-272,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,16,52,20,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,8,3,2,4,2,3,4,75.0,1,4,3,1,6,14,17,0
95,96,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19-219,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
96,97,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22-314,2001,3,2,155,1.7,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,4,5,3,0.00,0.58,0.58,0.00,0.58,0.01,0.22,0.23,0.01,0.23,5,0,3,2,0,1,3,33.3,2,4,0,4,0,5,4,0
97,98,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-074,1996,5,5,450,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,5,22,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,9,7,6,2,1,3,4,75.0,1,10,7,3,6,15,22,1
98,99,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-188,1990,6,5,359,4.0,0,1,1,0,0,0,1,0,1.3,1.3,0.2,1.5,9,8,26,0.00,0.25,0.25,0.00,0.25,0.31,0.06,0.37,0.31,0.37,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
99,100,Antoniu,es ESP,MF,Espanyol,es La Liga,22-027,2002,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.05,0.29,0.34,0.05,0.34,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,1,0
100,101,Antony,br BRA,FW,Manchester Utd,eng Premier League,24-221,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,6.28,6.28,0.00,6.28,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
101,102,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-115,1992,5,3,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,18,14,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,13,11,9,4,0,10,21,47.6,11,7,4,3,3,16,16,0
102,103,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26-245,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,1,1,1,0,0,1,1,100.0,0,2,2,0,3,4,8,0
103,104,Mauro Arambarri,uy URU,"MF,FW",Getafe,es La Liga,29-002,1995,8,4,378,4.2,2,0,2,2,0,0,3,0,0.4,0.4,0.0,0.4,1,9,6,0.48,0.00,0.48,0.48,0.48,0.09,0.00,0.09,0.09,0.09,7,3,1,5,1,2,7,28.6,5,5,1,4,2,9,9,0
104,105,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-071,2002,6,4,346,3.8,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,7,21,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,21,15,12,5,4,13,17,76.5,4,4,2,2,1,22,16,0
105,106,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-050,2001,5,3,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,2,3,2,0,3,9,33.3,6,1,0,1,3,8,9,0
106,107,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-073,2001,6,2,220,2.4,0,0,0,0,0,1,0,0,2.3,1.5,0.0,1.5,3,2,11,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.61,0.61,3,1,0,1,2,0,1,0.0,1,1,0,1,0,3,0,0
107,108,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-096,1996,6,6,432,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,8,12,14,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,13,5,7,5,1,8,16,50.0,8,6,1,5,9,22,7,1
108,109,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-218,1993,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,3,0
109,110,Adu Ares,es ESP,FW,Athletic Club,es La Liga,22-356,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
110,111,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-092,1999,7,7,612,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,27,23,28,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,7,6,4,2,1,7,12,58.3,5,9,2,7,3,10,13,0
111,112,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28-073,1996,5,3,271,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.2,13,17,19,0.00,0.00,0.00,0.00,0.00,0.19,0.22,0.40,0.19,0.40,3,2,0,1,2,1,1,100.0,0,2,2,0,2,5,2,0
112,113,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,27-235,1997,4,3,214,2.4,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,5,5,14,0.00,0.00,0.00,0.00,0.00,0.33,0.05,0.37,0.33,0.37,3,1,1,1,1,1,2,50.0,1,0,0,0,0,3,1,0
